Code,Long code,Experiment code,Compound code,Smiles,Centroid res,Downloaded,ConformerSites upload name,CanonSites upload name,CrystalformSites upload name,Quatassemblies upload name,Crystalforms upload name,ConformerSites short tag,CanonSites short tag,CrystalformSites short tag,Quatassemblies short tag,Crystalforms short tag,ConformerSites alias,CanonSites alias,CrystalformSites alias,Quatassemblies alias,Crystalforms alias,Pose,[Other] iter1_frags,[Other] upload_1 2025-02-11
B0931b,D68EV3CPROB-x0931_B_207_v1,D68EV3CPROB-x0931,ASAP-0023057-001,c1cc(SCc2ccncc2)n2cnnc2c1,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - D68EV3CPROB-x0436/B/301/1,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - 0436/B/301,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - 0436/B/301,A1 - monomer,F1 - D68_3C_PROB,B0931a,False,True
B0938a,D68EV3CPROB-x0938_A_308_v1,D68EV3CPROB-x0938,ASAP-0022650-001,O=c1[nH]c(Sc2cccc3nncn23)nc2ccsc12,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - D68EV3CPROB-x0436/B/301/1,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - 0436/B/301,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - 0436/B/301,A1 - monomer,F1 - D68_3C_PROB,B0938a,True,True
B0938b,D68EV3CPROB-x0938_A_401_v1,D68EV3CPROB-x0938,ASAP-0022650-001,O=c1[nH]c(Sc2cccc3nncn23)nc2ccsc12,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - D68EV3CPROB-x0446/A/209/1,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - 0446/A/209,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - 0446/A/209,A1 - monomer,F1 - D68_3C_PROB,B0938a,False,True
B1020a,D68EV3CPROB-x1020_A_308_v1,D68EV3CPROB-x1020,ASAP-0023178-001,O=S(=O)(N1CCNCC1)N1CCc2nn[nH]c2C1,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1h - D68EV3CPROB-x1020/A/308/1,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1h - 1020/A/308,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1h - 1020/A/308,A1 - monomer,F1 - D68_3C_PROB,B1020a,True,True
B1033a,D68EV3CPROB-x1033_A_308_v1,D68EV3CPROB-x1033,ASAP-0023191-001,O=S(=O)(Nc1ccc2c(c1)OCC2)N1CCNCC1,7gpw/B/74/B_v1,True,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F1o - D68EV3CPROB-x0426/A/209/1,A1 - monomer,F1 - D68_3C_PROB,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F1o - 0426/A/209,A1 - monomer,F1 - D68_3C_PROB,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F1o - 0426/A/209,A1 - monomer,F1 - D68_3C_PROB,B1033a,False,True
B1033b,D68EV3CPROB-x1033_A_309_v1,D68EV3CPROB-x1033,ASAP-0023191-001,O=S(=O)(Nc1ccc2c(c1)OCC2)N1CCNCC1,D68EV3CPROB-x0798/A/175/A_v1,True,6a - D68EV3CPROB-x0798/A/308,6 - D68EV3CPROB-x0798/A/308/1,F1v - D68EV3CPROB-x0469/A/209/1,A1 - monomer,F1 - D68_3C_PROB,6a - B0798/A/308,6 - B0798/A/308/1,F1v - B0469/A/209,A1 - monomer,F1 - D68_3C_PROB,6a - B0798/A/308,6 - B0798/A/308/1,F1v - B0469/A/209,A1 - monomer,F1 - D68_3C_PROB,B1033b,False,True
B1035a,D68EV3CPROB-x1035_A_308_v1,D68EV3CPROB-x1035,ASAP-0023307-001,O=C1NCc2cc(OS(=O)(=O)F)ccc21,D68EV3CPROB-x1035/B/138/A_v1,True,12a - D68EV3CPROB-x1035/A/308,12 - D68EV3CPROB-x1035/A/308/1,F1ai - D68EV3CPROB-x1035/A/308/1,A1 - monomer,F1 - D68_3C_PROB,12a - B1035/A/308,12 - B1035/A/308/1,F1ai - B1035/A/308,A1 - monomer,F1 - D68_3C_PROB,12a - B1035/A/308,12 - B1035/A/308/1,F1ai - B1035/A/308,A1 - monomer,F1 - D68_3C_PROB,B1035a,False,True
B1081a,D68EV3CPROB-x1081_A_308_v1,D68EV3CPROB-x1081,ASAP-0023346-001,COc1cc2c(cc1OS(=O)(=O)F)C(=O)NCCC2,D68EV3CPROB-x1081/B/91/A_v1,True,7a - D68EV3CPROB-x1081/A/308,7 - D68EV3CPROB-x1081/A/308/1,F1aa - D68EV3CPROB-x1081/A/308/1,A1 - monomer,F1 - D68_3C_PROB,7a - B1081/A/308,7 - B1081/A/308/1,F1aa - B1081/A/308,A1 - monomer,F1 - D68_3C_PROB,7a - B1081/A/308,7 - B1081/A/308/1,F1aa - B1081/A/308,A1 - monomer,F1 - D68_3C_PROB,B1081a,False,True
B1120a,D68EV3CPROB-x1120_A_308_v1,D68EV3CPROB-x1120,ASAP-0027572-001,O=S(=O)(NCCc1cc[nH]n1)N1CCNCC1,D68EV3CPROB-x1120/B/115/A_v1,True,5j - D68EV3CPROB-x1120/A/308,5 - D68EV3CPROB-x1120/A/308/1,F1u - D68EV3CPROB-x1120/A/308/1,A1 - monomer,F1 - D68_3C_PROB,5j - B1120/A/308,5 - B1120/A/308/1,F1u - B1120/A/308,A1 - monomer,F1 - D68_3C_PROB,5j - B1120/A/308,5 - B1120/A/308/1,F1u - B1120/A/308,A1 - monomer,F1 - D68_3C_PROB,B1120a,False,True
B1157a,D68EV3CPROB-x1157_A_401_v1,D68EV3CPROB-x1157,ASAP-0004509-002,O=C(CCl)NCc1ccc2cc[nH]c2n1,D68EV3CPROB-x0798/A/175/A_v1,True,6a - D68EV3CPROB-x0798/A/308,6 - D68EV3CPROB-x0798/A/308/1,F1v - D68EV3CPROB-x0469/A/209/1,A1 - monomer,F1 - D68_3C_PROB,6a - B0798/A/308,6 - B0798/A/308/1,F1v - B0469/A/209,A1 - monomer,F1 - D68_3C_PROB,6a - B0798/A/308,6 - B0798/A/308/1,F1v - B0469/A/209,A1 - monomer,F1 - D68_3C_PROB,B1157a,False,True
B1158a,D68EV3CPROB-x1158_A_308_v1,D68EV3CPROB-x1158,,missing,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - D68EV3CPROB-x0446/A/209/1,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - 0446/A/209,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - 0446/A/209,A1 - monomer,F1 - D68_3C_PROB,,False,True
B1158b,D68EV3CPROB-x1158_B_207_v1,D68EV3CPROB-x1158,,missing,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - D68EV3CPROB-x0436/B/301/1,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - 0436/B/301,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - 0436/B/301,A1 - monomer,F1 - D68_3C_PROB,,False,True
B1159a,D68EV3CPROB-x1159_A_401_v1,D68EV3CPROB-x1159,,missing,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1h - D68EV3CPROB-x1020/A/308/1,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1h - 1020/A/308,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1h - 1020/A/308,A1 - monomer,F1 - D68_3C_PROB,,False,True
B1159c,D68EV3CPROB-x1159_B_301_v1,D68EV3CPROB-x1159,ASAP-0004623-002,O=C(CCl)NC1(c2n[nH]c(-c3cccs3)n2)CCC1,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1g - D68EV3CPROB-x0839/B/207/1,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1g - 0839/B/207,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1g - 0839/B/207,A1 - monomer,F1 - D68_3C_PROB,B1159c,False,True
B1159b,D68EV3CPROB-x1159_A_308_v1,D68EV3CPROB-x1159,ASAP-0004623-002,O=C(CCl)NC1(c2n[nH]c(-c3cccs3)n2)CCC1,D68EV3CPROB-x0798/A/175/A_v1,True,6a - D68EV3CPROB-x0798/A/308,6 - D68EV3CPROB-x0798/A/308/1,F1w - D68EV3CPROB-x1159/A/308/1,A1 - monomer,F1 - D68_3C_PROB,6a - B0798/A/308,6 - B0798/A/308/1,F1w - B1159/A/308,A1 - monomer,F1 - D68_3C_PROB,6a - B0798/A/308,6 - B0798/A/308/1,F1w - B1159/A/308,A1 - monomer,F1 - D68_3C_PROB,B1159b,False,True
B1169a,D68EV3CPROB-x1169_A_308_v1,D68EV3CPROB-x1169,ASAP-0008227-010,O=C(CCl)N1CCc2sccc2C1,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - D68EV3CPROB-x0446/A/209/1,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - 0446/A/209,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - 0446/A/209,A1 - monomer,F1 - D68_3C_PROB,B1169a,False,True
B1169b,D68EV3CPROB-x1169_A_309_v1,D68EV3CPROB-x1169,ASAP-0008227-010,O=C(CCl)N1CCc2sccc2C1,D68EV3CPROB-x1081/B/91/A_v1,True,7a - D68EV3CPROB-x1081/A/308,7 - D68EV3CPROB-x1081/A/308/1,F1ab - D68EV3CPROB-x1169/A/309/1,A1 - monomer,F1 - D68_3C_PROB,7a - B1081/A/308,7 - B1081/A/308/1,F1ab - B1169/A/309,A1 - monomer,F1 - D68_3C_PROB,7a - B1081/A/308,7 - B1081/A/308/1,F1ab - B1169/A/309,A1 - monomer,F1 - D68_3C_PROB,B1169b,False,True
B1170a,D68EV3CPROB-x1170_A_308_v1,D68EV3CPROB-x1170,ASAP-0000912-002,O=C(Nc1ccc(N2CCOCC2)nc1)[C@@H](F)Cl,7gpw/B/74/B_v1,True,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F1o - D68EV3CPROB-x0426/A/209/1,A1 - monomer,F1 - D68_3C_PROB,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F1o - 0426/A/209,A1 - monomer,F1 - D68_3C_PROB,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F1o - 0426/A/209,A1 - monomer,F1 - D68_3C_PROB,B1170a,False,True
B1219a,D68EV3CPROB-x1219_A_310_v1,D68EV3CPROB-x1219,ASAP-0027840-001,Fc1ccc2nc(Sc3cccc4nncn34)[nH]c2c1,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - D68EV3CPROB-x0446/A/209/1,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - 0446/A/209,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - 0446/A/209,A1 - monomer,F1 - D68_3C_PROB,B1219a,True,True
B1219b,D68EV3CPROB-x1219_A_308_v1,D68EV3CPROB-x1219,ASAP-0027840-001,Fc1ccc2nc(Sc3cccc4nncn34)[nH]c2c1,7gpw/B/74/B_v1,True,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F1o - D68EV3CPROB-x0426/A/209/1,A1 - monomer,F1 - D68_3C_PROB,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F1o - 0426/A/209,A1 - monomer,F1 - D68_3C_PROB,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F1o - 0426/A/209,A1 - monomer,F1 - D68_3C_PROB,B1219b,False,True
B1219c,D68EV3CPROB-x1219_A_309_v1,D68EV3CPROB-x1219,ASAP-0027840-001,Fc1ccc2nc(Sc3cccc4nncn34)[nH]c2c1,7gpw/B/74/B_v1,True,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F1o - D68EV3CPROB-x0426/A/209/1,A1 - monomer,F1 - D68_3C_PROB,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F1o - 0426/A/209,A1 - monomer,F1 - D68_3C_PROB,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F1o - 0426/A/209,A1 - monomer,F1 - D68_3C_PROB,B1219b,False,True
B1264a,D68EV3CPROB-x1264_B_301_v1,D68EV3CPROB-x1264,ASAP-0028025-001,O=C1NCc2ccc(S(=O)(=O)F)cc21,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - D68EV3CPROB-x0436/B/301/1,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - 0436/B/301,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - 0436/B/301,A1 - monomer,F1 - D68_3C_PROB,B1264a,True,True
B1270a,D68EV3CPROB-x1270_A_308_v1,D68EV3CPROB-x1270,ASAP-0028845-001,Cn1nc(-c2ccccc2)nc1Sc1cccc2nncn12,7gon/B/47/B_v1,True,2a - 7gon/B/201,2 - 7gon/B/201/1,F1k - D68EV3CPROB-x0693/A/209/1,A1 - monomer,F1 - D68_3C_PROB,2a - 7gon/B/201,2 - 7gon/B/201/1,F1k - 0693/A/209,A1 - monomer,F1 - D68_3C_PROB,2a - 7gon/B/201,2 - 7gon/B/201/1,F1k - 0693/A/209,A1 - monomer,F1 - D68_3C_PROB,B1270a,False,True
B1276a,D68EV3CPROB-x1276_A_308_v1,D68EV3CPROB-x1276,ASAP-0028925-001,Cc1cc2c(cc1OS(=O)(=O)F)C(=O)NC2,D68EV3CPROB-x1035/B/138/A_v1,True,12a - D68EV3CPROB-x1035/A/308,12 - D68EV3CPROB-x1035/A/308/1,F1ai - D68EV3CPROB-x1035/A/308/1,A1 - monomer,F1 - D68_3C_PROB,12a - B1035/A/308,12 - B1035/A/308/1,F1ai - B1035/A/308,A1 - monomer,F1 - D68_3C_PROB,12a - B1035/A/308,12 - B1035/A/308/1,F1ai - B1035/A/308,A1 - monomer,F1 - D68_3C_PROB,B1276a,False,True
B1307a,D68EV3CPROB-x1307_A_301_v1,D68EV3CPROB-x1307,ASAP-0029004-001,O=c1ccnc(CCNS(=O)(=O)c2ccns2)[nH]1,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - D68EV3CPROB-x0446/A/209/1,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - 0446/A/209,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - 0446/A/209,A1 - monomer,F1 - D68_3C_PROB,B1307a,True,True
B1307b,D68EV3CPROB-x1307_B_301_v1,D68EV3CPROB-x1307,ASAP-0029004-001,O=c1ccnc(CCNS(=O)(=O)c2ccns2)[nH]1,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - D68EV3CPROB-x0436/B/301/1,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - 0436/B/301,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - 0436/B/301,A1 - monomer,F1 - D68_3C_PROB,B1307a,False,True
B1361a,D68EV3CPROB-x1361_A_308_v1,D68EV3CPROB-x1361,ASAP-0029334-001,O=S(=O)(NCCc1nccc(O)n1)c1ccc(O)cc1,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - D68EV3CPROB-x0436/B/301/1,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - 0436/B/301,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - 0436/B/301,A1 - monomer,F1 - D68_3C_PROB,B1361a,True,True
B1361b,D68EV3CPROB-x1361_A_401_v1,D68EV3CPROB-x1361,ASAP-0029334-001,O=S(=O)(NCCc1nccc(O)n1)c1ccc(O)cc1,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - D68EV3CPROB-x0446/A/209/1,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - 0446/A/209,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - 0446/A/209,A1 - monomer,F1 - D68_3C_PROB,B1361a,False,True
B1368a,D68EV3CPROB-x1368_A_308_v1,D68EV3CPROB-x1368,ASAP-0029286-001,Cc1cc(O)nc(CCNS(=O)(=O)N2CCCC2)n1,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - D68EV3CPROB-x0446/A/209/1,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - 0446/A/209,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - 0446/A/209,A1 - monomer,F1 - D68_3C_PROB,B1368a,True,True
B1396a,D68EV3CPROB-x1396_A_401_v1,D68EV3CPROB-x1396,ASAP-0029467-001,Cc1ccccc1NC(=O)CS(=O)(=O)c1ccccc1,7gon/B/47/B_v1,True,2a - 7gon/B/201,2 - 7gon/B/201/1,F1k - D68EV3CPROB-x0693/A/209/1,A1 - monomer,F1 - D68_3C_PROB,2a - 7gon/B/201,2 - 7gon/B/201/1,F1k - 0693/A/209,A1 - monomer,F1 - D68_3C_PROB,2a - 7gon/B/201,2 - 7gon/B/201/1,F1k - 0693/A/209,A1 - monomer,F1 - D68_3C_PROB,B1396a,False,True
B1403a,D68EV3CPROB-x1403_A_308_v1,D68EV3CPROB-x1403,ASAP-0029412-001,Cc1cc(CNS(=O)(=O)N2CCNCC2)no1,D68EV3CPROB-x0798/A/175/A_v1,True,6a - D68EV3CPROB-x0798/A/308,6 - D68EV3CPROB-x0798/A/308/1,F1x - D68EV3CPROB-x1403/A/308/1,A1 - monomer,F1 - D68_3C_PROB,6a - B0798/A/308,6 - B0798/A/308/1,F1x - B1403/A/308,A1 - monomer,F1 - D68_3C_PROB,6a - B0798/A/308,6 - B0798/A/308/1,F1x - B1403/A/308,A1 - monomer,F1 - D68_3C_PROB,B1403a,False,True
B1409a,D68EV3CPROB-x1409_A_308_v1,D68EV3CPROB-x1409,ASAP-0029504-001,Cc1cc(OS(=O)(=O)F)cc2c1CNC2=O,D68EV3CPROB-x1035/B/138/A_v1,True,12a - D68EV3CPROB-x1035/A/308,12 - D68EV3CPROB-x1035/A/308/1,F1ai - D68EV3CPROB-x1035/A/308/1,A1 - monomer,F1 - D68_3C_PROB,12a - B1035/A/308,12 - B1035/A/308/1,F1ai - B1035/A/308,A1 - monomer,F1 - D68_3C_PROB,12a - B1035/A/308,12 - B1035/A/308/1,F1ai - B1035/A/308,A1 - monomer,F1 - D68_3C_PROB,B1409a,False,True
B1456a,D68EV3CPROB-x1456_A_308_v1,D68EV3CPROB-x1456,ASAP-0029844-001,Cc1cc(O)nc(CCNS(=O)(=O)c2ccn(C)n2)n1,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - D68EV3CPROB-x0446/A/209/1,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - 0446/A/209,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - 0446/A/209,A1 - monomer,F1 - D68_3C_PROB,B1456a,True,True
B1456b,D68EV3CPROB-x1456_B_301_v1,D68EV3CPROB-x1456,ASAP-0029844-001,Cc1cc(O)nc(CCNS(=O)(=O)c2ccn(C)n2)n1,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - D68EV3CPROB-x0436/B/301/1,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - 0436/B/301,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - 0436/B/301,A1 - monomer,F1 - D68_3C_PROB,B1456a,False,True
B1457a,D68EV3CPROB-x1457_A_308_v1,D68EV3CPROB-x1457,ASAP-0029860-001,Cc1cc(O)nc(CCNS(=O)(=O)c2cscn2)n1,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - D68EV3CPROB-x0436/B/301/1,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - 0436/B/301,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - 0436/B/301,A1 - monomer,F1 - D68_3C_PROB,B1457a,True,True
B1457b,D68EV3CPROB-x1457_A_401_v1,D68EV3CPROB-x1457,ASAP-0029860-001,Cc1cc(O)nc(CCNS(=O)(=O)c2cscn2)n1,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - D68EV3CPROB-x0446/A/209/1,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - 0446/A/209,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - 0446/A/209,A1 - monomer,F1 - D68_3C_PROB,B1457a,False,True
B1460a,D68EV3CPROB-x1460_A_308_v1,D68EV3CPROB-x1460,ASAP-0029833-001,Nc1ccc(S(=O)(=O)NCCc2nccc(O)n2)cn1,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - D68EV3CPROB-x0446/A/209/1,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - 0446/A/209,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - 0446/A/209,A1 - monomer,F1 - D68_3C_PROB,B1460a,True,True
B1460b,D68EV3CPROB-x1460_B_301_v1,D68EV3CPROB-x1460,ASAP-0029833-001,Nc1ccc(S(=O)(=O)NCCc2nccc(O)n2)cn1,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - D68EV3CPROB-x0436/B/301/1,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - 0436/B/301,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - 0436/B/301,A1 - monomer,F1 - D68_3C_PROB,B1460a,False,True
B1462a,D68EV3CPROB-x1462_A_308_v1,D68EV3CPROB-x1462,ASAP-0029853-001,CCOC(=O)/C=C/c1cccc(C(N)=O)c1,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - D68EV3CPROB-x0446/A/209/1,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - 0446/A/209,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - 0446/A/209,A1 - monomer,F1 - D68_3C_PROB,B1462a,True,True
B1462b,D68EV3CPROB-x1462_B_301_v1,D68EV3CPROB-x1462,ASAP-0029853-001,CCOC(=O)/C=C/c1cccc(C(N)=O)c1,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - D68EV3CPROB-x0436/B/301/1,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - 0436/B/301,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1e - 0436/B/301,A1 - monomer,F1 - D68_3C_PROB,B1462a,False,True
B1463a,D68EV3CPROB-x1463_A_308_v1,D68EV3CPROB-x1463,ASAP-0029773-001,Cc1cc(O)nc(CCNS(=O)(=O)N2CCOCC2)n1,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - D68EV3CPROB-x0446/A/209/1,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - 0446/A/209,A1 - monomer,F1 - D68_3C_PROB,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F1f - 0446/A/209,A1 - monomer,F1 - D68_3C_PROB,B1463a,True,True
